Title	ISSN	EISSN	category-field	parent	documentation
Mycology	2150-1203	2150-1211	biology	taylor-and-francis-council-of-science-editors-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TMYC20&page=instructions
Journal of Natural History	0022-2933	1464-5262	biology	taylor-and-francis-council-of-science-editors-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TNAH20&page=instructions
Journal of Applied Non-Classical Logics	1166-3081	1958-5780	engineering	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TNCL20&page=instructions
Nanoscience Methods		2164-2311	science	taylor-and-francis-national-library-of-medicine	http://www.tandfonline.com/action/authorSubmission?journalCode=TNME20&page=instructions
Palynology	0191-6122	1558-9188	biology	taylor-and-francis-council-of-science-editors-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TPAL20&page=instructions
Production & Manufacturing Research		2169-3277	engineering	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TPMR20&page=instructions
Production Planning & Control	0953-7287	1366-5871	engineering	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TPPC20&page=instructions
Chinese Journal of Population Resources and Environment	1004-2857	2325-4262	biology	taylor-and-francis-council-of-science-editors-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TPRE20&page=instructions
International Journal of Production Research	0020-7543	1366-588X	engineering	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TPRS20&page=instructions
Perspectives: Policy and Practice in Higher social_science	1360-3108	1460-7018	social_science	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TPSP20&page=instructions
Psychotherapy Research	1050-3307	1468-4381	social_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TPSR20&page=instructions
International Journal of Qualitative Studies in social_science	0951-8398	1366-5898	social_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TQSE20&page=instructions
International Journal of Remote Sensing	0143-1161	1366-5901	biology	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TRES20&page=instructions
Road Materials and Pavement Design	1468-0629	2164-7402	engineering	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TRMP20&page=instructions
Journal of Sustainable Cement-Based Materials	2165-0373	2165-0381	engineering	taylor-and-francis-national-library-of-medicine	http://www.tandfonline.com/action/authorSubmission?journalCode=TSCM20&page=instructions
International Journal of Sustainable Development & World Ecology	1350-4509	1745-2627	biology	taylor-and-francis-council-of-science-editors-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TSDW20&page=instructions
International Journal of Science social_science	0950-0693	1464-5289	social_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TSED20&page=instructions
Journal of Sustainable Finance & Investment	2043-0795	2043-0809	social_science	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TSFI20&page=instructions
Ships and Offshore Structures	1744-5302	1754-212X	engineering	taylor-and-francis-council-of-science-editors-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TSOS20&page=instructions
International Journal of Social Research Methodology	1364-5579	1464-5300	social_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TSRM20&page=instructions
Systems Science & Control Engineering: An Open Access Journal		2164-2583	engineering	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TSSC20&page=instructions
Theoretical Issues in Ergonomics Science	1463-922X	1464-536X	engineering	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TTIE20&page=instructions
International Journal of Pest Management	0967-0874	1366-5863	biology	taylor-and-francis-council-of-science-editors-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TTPM20&page=instructions
Transportmetrica A: Transport Science	2324-9935	2324-9943	engineering	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TTRA20&page=instructions
Transportmetrica B: Transport Dynamics	2168-0566	2168-0582	engineering	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TTRB20&page=instructions
Transport Reviews	0144-1647	1464-5327	political_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TTRV20&page=instructions
Venture Capital	1369-1066	1464-5343	social_science	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TVEC20&page=instructions
Veterinary Quarterly	0165-2176	1875-5941	biology	taylor-and-francis-council-of-science-editors-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TVEQ20&page=instructions
Webbia	0083-7792	2169-4060	biology	taylor-and-francis-council-of-science-editors-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TWEB20&page=instructions
Welding International	0950-7116	1754-2138	engineering	taylor-and-francis-national-library-of-medicine	http://www.tandfonline.com/action/authorSubmission?journalCode=TWLD20&page=instructions
Waves in Random and Complex Media	1745-5030	1745-5049	science	taylor-and-francis-national-library-of-medicine	http://www.tandfonline.com/action/authorSubmission?journalCode=TWRM20&page=instructions
Work & Stress	0267-8373	1464-5335	social_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TWST20&page=instructions
Zoology and Ecology	2165-8005	2165-8013	biology	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TZEC20&page=instructions
Zoology in the Middle East	0939-7140	2326-2680	biology	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=TZME20&page=instructions
The Australian Library Journal	0004-9670	2201-4276	social_science	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=UALJ20&page=instructions
Australian Academic & Research Libraries	0004-8623	1839-471X	social_science	chicago-author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=UARL20&page=instructions
Journal of Marketing for Higher social_science	0884-1241	1540-7144	social_science	apa	http://www.tandfonline.com/action/authorSubmission?journalCode=WMHE20&page=instructions
